news_id,category,subcategory,content
N64880,news,newsus,"Naked man arrested after police car chase ends with crash of a stolen van. Police arrested a man early Tuesday morning after a driver led officers on a car chase that ended in a crash in South Los Angeles, according to officials. The man, whom police have not identified, was naked, wearing only Nike shoes, when he allegedly stole a van and crashed it into a box truck near the 400 block of Broadway around 2 a.m., officials said. Video from the scene shows the naked man lying on the ground facedown as officers approach..."
N27603,weather,weathertopstories,"South metro snow snarls commute, raises misery index. While parts of southern Minnesota got nearly 5 inches of snow overnight, a fairly light coating wreaked havoc in the south metro Wednesday morning. MSP airport picked up only 0.1 inch of snow, and most areas in the south metro along I-494 saw 1/2 inch or less. A bit farther south Prior Lake residents have just short of an inch and a half on their lawns. But while snow amounts were small in the metro, the impact on traffic was large. Dozens of..."
N14322,finance,finance-saving-investing,"12 toxic investments you should avoid. Stay away from penny stocks, subprime mortgages and more."
N46478,news,newsus,Man Charged With Assault For Punch Outside Trump Rally. A man has been charged with felony assault for allegedly punching another man outside President Donald Trump's campaign rally in Minneapolis earlier this month.
N16610,lifestyle,shop-holidays,"11 Gifts For the Guy That's Impossible to Shop For. In our opinion, shopping for the men in our lives is always the toughest part of the holiday season."
N12228,sports,basketball_nba,"Bucks 115, Raptors 105: Another big lead, another struggle, another win. Giannis Antetokounmpo did a little bit of everything, finishing with 36 points, 15 rebounds and eight assists."
N30544,health,weight-loss,"Cross These 7 Items Off Your Grocery List to Lose 2 Pounds in 2 Weeks. Removing ultra-processed foods from your grocery list could help you lose weight, according to new research."
N23925,sports,more_sports,"Man accused of shooting girlfriend in face, ignoring officer commands from pontoon boat. "
N1988,sports,basketball_ncaa,College Basketball Coaches on the Hot Seat Heading Into the 2019-20 Season. Josh Pastner? Jim Christian? These coaches need a big year to save their jobs. The post College Basketball Coaches on the Hot Seat Heading Into the 2019-20 Season appeared first on Stadium.
N52269,news,newsus,Caught on camera: Woman nearly hit by SUV that crashed into her office in NW Harris Co.. A woman is lucky to be alive after she was caught on camera dodging a SUV that crashed into her office building in Harris County Friday afternoon. Rachel Inman sent KHOU 11 surveillance video of the crash. You can see her working at her desk the minute the SUV slammed through the front entrance of her office at AllStar Glass Company in the 5100 block of Highway 6 North. She was feet away from being hit by the vehicle. We spoke to Inman who said...
N58481,lifestyle,lifestylepetsanimals,15 Dog Names Inspired By Your Favorite Disney Pups. The best doggie names for the biggest Disney fans.
N32988,health,wellness,"How Can I Tell if My Teen Is Being Bullied?. Bullying can be physical, emotional, verbal, sexual, racial, cyberbullying, or a mix. It's our job as parents ti recognize bullying behavior."
N33157,finance,markets,"Father of the yield curve says it's time to prepare for a recession. Campbell Harvey has led work in research on inverted curves, which happens when short-term Treasury yields are higher than those with longer duration."
N29408,travel,traveltripideas,"The world's most beautiful museums. There are approximately 55,000 museums in the world so it's no surprise that the museum buildings themselves are often groundbreaking futuristic masterpieces or some of the most significant and historic architectural structures."
N11164,sports,basketball_ncaa,This is the 2019-20 IU basketball schedule. Archie Miller is entering his third season as IU basketball coach
N10283,movies,movienews,"Nicole Kidman, Alexander Skarsgard to Reunite for Robert Eggers' 'The Northman'. With his latest film ""The Lighthouse"" set to bow this weekend, Robert Eggers' next film has cast two leads, ""Big Little Lies"" alums Nicole Kidman and Alexander Skarsgård. The pic, titled ""The Northman,"" is described as a Viking revenge saga set in Iceland at the turn of the 10th century. In talks to join Kidman"
N43181,news,newsworld,"EXCLUSIVE: WhatsApp hacked to spy on top government officials of U.S. allies -sources. Senior government officials in multiple U.S.-allied countries were targeted earlier this year with hacking software that used Facebook Inc's WhatsApp to take over users' phones, according to people familiar with the messaging company's investigation."
N26050,news,newsworld,"Turkish airstrikes in Syria reportedly target journalist convoy, civilians; at least 9 dead. Fresh airstrikes from Turkey reportedly targeted civilians and a group of foreign reporters in the Syrian border town of Ras al-Ayn, according to monitoring groups and Syrian Kurdish officials."
N15009,news,newspolitics,"Pompeo Faces Political Peril and Diplomats' Revolt in Impeachment Inquiry. As President Trump's first C.I.A. director, Mike Pompeo was briefed by agency officials on the extensive evidence   including American intercepts of conversations between participants   showing that Russian hackers working for the government of Vladimir V. Putin had interfered in the 2016 American presidential campaign. In May 2017, Mr. Pompeo testified in a Senate hearing that he stood by that conclusion."
N17021,news,newsus,"Coral Springs-Parkland firefighter found dead in Lauderdale-by-the-Sea. Homicide detectives were investigating after a Coral Springs-Parkland firefighter was found dead in Lauderdale-by-the-Sea, the Broward Sheriff's Office announced Sunday afternoon. Christopher Allen Randazzo, 39, was found dead at about 6 a.m. Saturday at 4520 El Mar Drive in Lauderdale-by-the-Sea. The sheriff's office said deputies responding to an unknown medical call at that address found ..."
N20417,autos,autosenthusiasts,"C8 Corvette Exhaust Compilation Vid Is A V8 Symphony Of What's To Come. All V8s, all the time. You're tuned to Corvette radio."
N17492,sports,football_nfl,"Off Day Debate: What position should Patriots trade for?. The NFL trade deadline is set for 4 p.m. Tuesday. While the Patriots have some needs, speaking Tuesday Bill Belichick acknowledged their salary cap situation (just under $3 million) limits the potential moves that can be made. This doesn't mean a move cannot happen, it just means it would need to be for a player on his rookie deal, or one that has a minimal contract. Given the current situation: What position should the Patriots trade for (if..."
N40261,sports,football_nfl,"Bengals News (10/28): Talking about trades and lack there of. Andy Dalton gives his take on the Bengals being a mover at the trade deadline, and opposing teams express frustration with Cincinnati."
N17024,sports,football_nfl,"Solomon: Texans are better than poor performance vs. Colts. Forget what you saw Sunday. The Texans are better than the Indianapolis Colts. But being better, or saying you're better, doesn't matter when you play worse. The 10th-most penalized team in the NFL lived down to its rule-breaking, unfocused standard with several costly penalties. The Texans added missed assignments, missed opportunities and, finally, a missed pass that led to a game-ending interception. Jacoby Brissett's career against the..."
N32808,news,newscrime,"He targeted a senior at a South Florida mall to grope her, cops say. She isn't the first. A man is behind bars after police say he groped a 72-year-old woman at a shopping mall for the second time in the last month. Leo Pierre-Jerome, 32, was arrested Monday on a charge of lewd and lascivious behavior against an elderly person, and is being held at Broward's Main Jail with no bond. He was out on bond after he was charged with battery on an elderly person on Sept. 16."
N21831,news,newsus,"Woman dies from explosion at Iowa gender reveal party. A woman in Iowa died on Saturday after an explosion at a gender reveal party, authorities say."
N46569,finance,markets,"7 popular drugs may not warrant their price hikes, study says. A watchdog group is questioning whether drugmakers offer significant benefits in exchange for higher prices"
